               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.025726,           0.0068341,           0.0035057,             0.95387,             0.93516,             0.96873,             0.66733,            0.028108,           0.0084048,           0.0071166,            0.003268,            0.003268,            0.003268
                 138,            0.025612,           0.0067735,           0.0035158,             0.95392,             0.93527,             0.96861,             0.66767,            0.028103,           0.0084064,           0.0071197,           0.0032185,           0.0032185,           0.0032185
                 139,            0.025776,           0.0068102,           0.0035078,             0.95397,             0.93519,             0.96867,             0.66741,            0.028098,            0.008407,           0.0071206,            0.003169,            0.003169,            0.003169
                 140,            0.025657,           0.0068467,           0.0034007,             0.95401,               0.935,             0.96867,             0.66764,             0.02809,           0.0084046,           0.0071213,           0.0031195,           0.0031195,           0.0031195
                 141,            0.025464,           0.0067942,           0.0032693,             0.95354,              0.9365,             0.96875,             0.66798,            0.028084,           0.0084044,           0.0071205,             0.00307,             0.00307,             0.00307
                 142,            0.025537,           0.0069191,           0.0032432,             0.95364,             0.93598,             0.96868,             0.66705,            0.028077,           0.0084038,           0.0071238,           0.0030205,           0.0030205,           0.0030205
                 143,            0.025418,           0.0068306,           0.0033564,             0.95457,              0.9344,             0.96864,             0.66702,            0.028072,           0.0084014,           0.0071291,            0.002971,            0.002971,            0.002971
                 144,            0.025444,           0.0067825,           0.0033083,             0.95405,             0.93489,             0.96854,             0.66651,            0.028068,           0.0084002,           0.0071376,           0.0029215,           0.0029215,           0.0029215
                 145,            0.025364,           0.0066825,           0.0031511,             0.95412,             0.93484,             0.96856,             0.66699,            0.028066,           0.0083985,           0.0071428,            0.002872,            0.002872,            0.002872
                 146,            0.025445,           0.0067864,           0.0031858,             0.95421,             0.93483,              0.9687,             0.66665,            0.028061,           0.0083986,           0.0071442,           0.0028225,           0.0028225,           0.0028225
                 147,              0.0253,           0.0067914,           0.0032176,             0.95235,             0.93701,             0.96866,             0.66731,            0.028056,           0.0083977,           0.0071455,            0.002773,            0.002773,            0.002773
                 148,            0.025281,           0.0068131,           0.0033114,             0.95234,             0.93719,             0.96867,             0.66788,            0.028054,           0.0083971,           0.0071517,           0.0027235,           0.0027235,           0.0027235
                 149,            0.025118,           0.0067741,           0.0032125,             0.95238,             0.93723,             0.96859,             0.66729,             0.02805,           0.0083938,           0.0071537,            0.002674,            0.002674,            0.002674
                 150,             0.02507,           0.0066439,           0.0031516,             0.95216,             0.93721,              0.9687,             0.66734,            0.028042,           0.0083933,           0.0071608,           0.0026245,           0.0026245,           0.0026245
                 151,             0.02505,           0.0067333,           0.0030548,             0.95496,             0.93466,             0.96875,             0.66729,            0.028034,           0.0083913,           0.0071685,            0.002575,            0.002575,            0.002575
